State,Year,Period,Labor_Force_Participation_Ratio,Employment_Participation_Ratio,Labor_Force,Employment,Unemployment,Unemployment_rate,Latitude,Longitude
Idaho,2019,Feb,64.2,62.3,878094,852046,26048,3,44.068202,-114.742041
Idaho,2019,Mar,64.2,62.3,880015,854340,25675,2.9,44.068202,-114.742041
Idaho,2019,Apr,64.2,62.4,882142,856801,25341,2.9,44.068202,-114.742041
Idaho,2019,May,64.3,62.4,884553,859376,25177,2.8,44.068202,-114.742041
Idaho,2019,Jun,64.3,62.5,887237,861977,25260,2.8,44.068202,-114.742041
Idaho,2019,Jul,64.4,62.5,890068,864504,25564,2.9,44.068202,-114.742041
Idaho,2019,Aug,64.4,62.5,892813,866922,25891,2.9,44.068202,-114.742041
Idaho,2019,Sep,64.4,62.6,895406,869479,25927,2.9,44.068202,-114.742041
Idaho,2019,Oct,64.5,62.6,897734,872018,25716,2.9,44.068202,-114.742041
Idaho,2019,Nov,64.4,62.6,899608,874265,25343,2.8,44.068202,-114.742041
Idaho,2019,Dec,64.4,62.6,900672,875634,25038,2.8,44.068202,-114.742041
Idaho,2020,Jan,64.2,62.4,900897,875809,25088,2.8,44.068202,-114.742041
Idaho,2020,Feb,64.1,62.2,900406,874834,25572,2.8,44.068202,-114.742041
Idaho,2020,Mar,63.8,62,897918,873410,24508,2.7,44.068202,-114.742041
Idaho,2020,Apr,62.6,55.2,883624,779410,104214,11.8,44.068202,-114.742041
Idaho,2020,May,63.3,57.6,895222,813869,81353,9.1,44.068202,-114.742041
Idaho,2020,Jun,63.1,58.3,894323,826925,67398,7.5,44.068202,-114.742041
Idaho,2020,Jul,63.3,59.1,898825,839547,59278,6.6,44.068202,-114.742041
Idaho,2020,Aug,63.1,59.7,899065,850074,48991,5.4,44.068202,-114.742041
Idaho,2020,Sep,63.2,60.1,903765,858924,44841,5,44.068202,-114.742041
Idaho,2020,Oct,63.1,60.3,905103,865078,40025,4.4,44.068202,-114.742041
Idaho,2020,Nov,63.1,60.4,907628,869178,38450,4.2,44.068202,-114.742041
Idaho,2020,Dec,63.1,60.5,910168,871869,38299,4.2,44.068202,-114.742041
Idaho,2021,Jan,63.1,60.5,911636,874069,37567,4.1,44.068202,-114.742041
Idaho,2021,Feb,63.1,60.5,913626,876350,37276,4.1,44.068202,-114.742041
Idaho,2021,Mar,63,60.5,915444,879023,36421,4,44.068202,-114.742041
Idaho,2021,Apr,63,60.5,917519,881900,35619,3.9,44.068202,-114.742041
Idaho,2021,May,62.9,60.5,919166,884793,34373,3.7,44.068202,-114.742041
Idaho,2021,Jun,62.8,60.5,921003,887474,33529,3.6,44.068202,-114.742041
Idaho,2021,Jul,62.7,60.5,922511,890019,32492,3.5,44.068202,-114.742041
Idaho,2021,Aug,62.7,60.6,924110,892640,31470,3.4,44.068202,-114.742041
Idaho,2021,Sep,62.7,60.7,925814,895513,30301,3.3,44.068202,-114.742041
Idaho,2021,Oct,62.8,60.8,928043,898882,29161,3.1,44.068202,-114.742041
Idaho,2021,Nov,62.8,60.9,930558,902603,27955,3,44.068202,-114.742041
Idaho,2021,Dec,62.9,61.1,933251,906453,26798,2.9,44.068202,-114.742041
Idaho,2022,Jan,63,61.2,936140,910194,25946,2.8,44.068202,-114.742041
Idaho,2022,Feb,63.1,61.4,938892,913573,25319,2.7,44.068202,-114.742041
Idaho,2022,Mar,63.1,61.4,941305,916271,25034,2.7,44.068202,-114.742041
Idaho,2022,Apr,63.1,61.4,943357,918227,25130,2.7,44.068202,-114.742041
Idaho,2022,May,63.1,61.4,945026,919463,25563,2.7,44.068202,-114.742041
Idaho,2022,Jun,63.1,61.3,946227,919979,26248,2.8,44.068202,-114.742041
Idaho,2022,Jul,63,61.2,946948,919881,27067,2.9,44.068202,-114.742041
Idaho,2022,Aug,62.9,61.1,947375,919551,27824,2.9,44.068202,-114.742041
Idaho,2022,Sep,62.8,61,947652,919380,28272,3,44.068202,-114.742041
Idaho,2022,Oct,62.8,60.9,948020,919635,28385,3,44.068202,-114.742041
Idaho,2022,Nov,62.7,60.8,948623,920451,28172,3,44.068202,-114.742041
Idaho,2022,Dec,62.7,60.8,949672,921883,27789,2.9,44.068202,-114.742041
Illinois,2006,Jan,66.8,63.4,6446086,6115270,330816,5.1,40.633125,-89.398528
Illinois,2006,Feb,66.8,63.5,6453903,6133097,320806,5,40.633125,-89.398528
Illinois,2006,Mar,66.9,63.7,6463382,6152425,310957,4.8,40.633125,-89.398528
Illinois,2006,Apr,67,63.9,6474739,6171881,302858,4.7,40.633125,-89.398528
Illinois,2006,May,67.1,64.1,6488248,6191538,296710,4.6,40.633125,-89.398528
Illinois,2006,Jun,67.3,64.2,6503286,6210984,292302,4.5,40.633125,-89.398528
Illinois,2006,Jul,67.4,64.4,6519819,6230966,288853,4.4,40.633125,-89.398528
Illinois,2006,Aug,67.5,64.6,6537794,6251061,286733,4.4,40.633125,-89.398528
Illinois,2006,Sep,67.7,64.7,6555585,6268521,287064,4.4,40.633125,-89.398528
Illinois,2006,Oct,67.8,64.8,6570891,6281776,289115,4.4,40.633125,-89.398528
Illinois,2006,Nov,67.8,64.8,6581859,6289937,291922,4.4,40.633125,-89.398528
Illinois,2006,Dec,67.9,64.8,6587537,6292132,295405,4.5,40.633125,-89.398528
Illinois,2007,Jan,67.8,64.8,6589487,6289431,300056,4.6,40.633125,-89.398528
Illinois,2007,Feb,67.8,64.7,6591137,6285513,305624,4.6,40.633125,-89.398528
Illinois,2007,Mar,67.8,64.6,6594491,6283126,311365,4.7,40.633125,-89.398528
Illinois,2007,Apr,67.9,64.6,6601114,6284088,317026,4.8,40.633125,-89.398528
Illinois,2007,May,67.9,64.6,6612003,6288680,323323,4.9,40.633125,-89.398528
Illinois,2007,Jun,68,64.6,6626590,6295927,330663,5,40.633125,-89.398528
Illinois,2007,Jul,68.2,64.7,6643166,6304082,339084,5.1,40.633125,-89.398528
Illinois,2007,Aug,68.3,64.7,6659740,6311421,348319,5.2,40.633125,-89.398528
Illinois,2007,Sep,68.4,64.7,6674906,6317812,357094,5.3,40.633125,-89.398528
Illinois,2007,Oct,68.5,64.7,6687735,6322851,364884,5.5,40.633125,-89.398528
Illinois,2007,Nov,68.5,64.8,6697912,6327482,370430,5.5,40.633125,-89.398528
Illinois,2007,Dec,68.6,64.8,6705536,6332204,373332,5.6,40.633125,-89.398528
Illinois,2008,Jan,68.6,64.8,6709673,6334043,375630,5.6,40.633125,-89.398528
Illinois,2008,Feb,68.6,64.7,6708900,6329578,379322,5.7,40.633125,-89.398528
Illinois,2008,Mar,68.5,64.5,6703482,6317160,386322,5.8,40.633125,-89.398528
Illinois,2008,Apr,68.3,64.3,6694126,6297079,397047,5.9,40.633125,-89.398528
Illinois,2008,May,68.2,64,6681135,6270759,410376,6.1,40.633125,-89.398528
Illinois,2008,Jun,68,63.6,6665433,6241078,424355,6.4,40.633125,-89.398528
Illinois,2008,Jul,67.7,63.3,6647982,6211153,436829,6.6,40.633125,-89.398528
Illinois,2008,Aug,67.5,63,6630290,6183599,446691,6.7,40.633125,-89.398528
Illinois,2008,Sep,67.3,62.7,6614614,6158416,456198,6.9,40.633125,-89.398528
Illinois,2008,Oct,67.1,62.4,6602533,6133051,469482,7.1,40.633125,-89.398528
Illinois,2008,Nov,67,62,6594077,6104242,489835,7.4,40.633125,-89.398528
Illinois,2008,Dec,66.9,61.7,6589361,6071369,517992,7.9,40.633125,-89.398528
Illinois,2009,Jan,66.9,61.3,6588346,6037014,551332,8.4,40.633125,-89.398528
Illinois,2009,Feb,66.9,60.9,6591950,6005570,586380,8.9,40.633125,-89.398528
Illinois,2009,Mar,66.9,60.7,6599816,5981260,618556,9.4,40.633125,-89.398528
Illinois,2009,Apr,67,60.5,6609226,5964724,644502,9.8,40.633125,-89.398528
Illinois,2009,May,67.1,60.3,6616824,5952614,664210,10,40.633125,-89.398528
Illinois,2009,Jun,67.1,60.2,6620584,5941437,679147,10.3,40.633125,-89.398528
Illinois,2009,Jul,67,60,6618475,5927060,691415,10.4,40.633125,-89.398528
Illinois,2009,Aug,66.9,59.8,6610820,5907507,703313,10.6,40.633125,-89.398528
Illinois,2009,Sep,66.7,59.5,6601019,5885181,715838,10.8,40.633125,-89.398528
Illinois,2009,Oct,66.6,59.3,6593339,5864865,728474,11,40.633125,-89.398528
Illinois,2009,Nov,66.6,59.1,6592973,5852392,740581,11.2,40.633125,-89.398528
Illinois,2009,Dec,66.6,59.1,6601820,5851687,750133,11.4,40.633125,-89.398528
Illinois,2010,Jan,66.8,59.1,6616172,5862132,754040,11.4,40.633125,-89.398528
Illinois,2010,Feb,66.9,59.3,6628765,5878039,750726,11.3,40.633125,-89.398528
Illinois,2010,Mar,66.9,59.4,6634842,5894031,740811,11.2,40.633125,-89.398528
Illinois,2010,Apr,67.1,59.8,6634091,5907874,726217,10.9,40.633125,-89.398528
Illinois,2010,May,67,59.9,6627042,5918616,708426,10.7,40.633125,-89.398528
Illinois,2010,Jun,66.9,59.9,6615981,5925185,690796,10.4,40.633125,-89.398528
Illinois,2010,Jul,66.8,59.9,6605960,5929180,676780,10.2,40.633125,-89.398528
Illinois,2010,Aug,66.7,59.9,6600053,5933099,666954,10.1,40.633125,-89.398528
Illinois,2010,Sep,66.6,59.9,6596284,5936658,659626,10,40.633125,-89.398528
Illinois,2010,Oct,66.5,59.9,6592116,5939556,652560,9.9,40.633125,-89.398528
Illinois,2010,Nov,66.4,59.9,6584845,5940621,644224,9.8,40.633125,-89.398528
Illinois,2010,Dec,66.3,59.8,6573920,5938573,635347,9.7,40.633125,-89.398528
Illinois,2011,Jan,66.1,59.8,6562937,5934625,628312,9.6,40.633125,-89.398528
Illinois,2011,Feb,66,59.7,6554409,5929766,624643,9.5,40.633125,-89.398528
Illinois,2011,Mar,65.9,59.6,6548847,5923813,625034,9.5,40.633125,-89.398528
Illinois,2011,Apr,65.9,59.5,6547150,5917025,630125,9.6,40.633125,-89.398528
Illinois,2011,May,65.9,59.5,6550817,5911356,639461,9.8,40.633125,-89.398528
Illinois,2011,Jun,65.9,59.4,6558897,5908670,650227,9.9,40.633125,-89.398528
Illinois,2011,Jul,66,59.4,6568779,5909893,658886,10,40.633125,-89.398528
Illinois,2011,Aug,66.1,59.4,6577947,5914841,663106,10.1,40.633125,-89.398528
Illinois,2011,Sep,66.1,59.5,6585180,5924042,661138,10,40.633125,-89.398528
Illinois,2011,Oct,66.1,59.6,6589604,5936827,652777,9.9,40.633125,-89.398528
Illinois,2011,Nov,66.1,59.7,6590025,5950626,639399,9.7,40.633125,-89.398528
Illinois,2011,Dec,66.1,59.8,6586549,5962923,623626,9.5,40.633125,-89.398528
Illinois,2012,Jan,66,59.9,6580816,5972028,608788,9.3,40.633125,-89.398528
Illinois,2012,Feb,65.9,59.9,6576290,5978214,598076,9.1,40.633125,-89.398528
Illinois,2012,Mar,65.9,59.9,6574536,5981261,593275,9,40.633125,-89.398528
Illinois,2012,Apr,65.8,59.9,6574291,5981264,593027,9,40.633125,-89.398528
Illinois,2012,May,65.8,59.9,6576078,5981247,594831,9,40.633125,-89.398528
Illinois,2012,Jun,65.9,59.9,6579685,5983696,595989,9.1,40.633125,-89.398528
Illinois,2012,Jul,65.9,59.9,6583994,5989315,594679,9,40.633125,-89.398528
Illinois,2012,Aug,65.9,60,6588983,5997041,591942,9,40.633125,-89.398528
Illinois,2012,Sep,65.9,60,6594683,6003932,590751,9,40.633125,-89.398528
Illinois,2012,Oct,65.9,60,6598498,6006076,592422,9,40.633125,-89.398528
Illinois,2012,Nov,65.9,60,6598094,6001684,596410,9,40.633125,-89.398528
Illinois,2012,Dec,65.8,59.8,6592899,5991770,601129,9.1,40.633125,-89.398528
Illinois,2018,Jan,64.6,61.7,6554812,6255518,299294,4.6,40.633125,-89.398528
Illinois,2018,Feb,64.7,61.8,6555717,6263513,292204,4.5,40.633125,-89.398528
Illinois,2018,Mar,64.7,61.9,6557860,6271420,286440,4.4,40.633125,-89.398528
Illinois,2018,Apr,64.7,61.9,6558761,6276908,281853,4.3,40.633125,-89.398528
Illinois,2018,May,64.7,62,6557649,6278603,279046,4.3,40.633125,-89.398528
Illinois,2018,Jun,64.7,61.9,6555485,6277389,278096,4.2,40.633125,-89.398528
Illinois,2018,Jul,64.7,61.9,6552816,6274164,278652,4.3,40.633125,-89.398528
Illinois,2018,Aug,64.7,61.9,6551810,6270691,281119,4.3,40.633125,-89.398528
Illinois,2018,Sep,64.7,61.9,6554020,6268596,285424,4.4,40.633125,-89.398528
Illinois,2018,Oct,64.7,61.8,6558904,6268153,290751,4.4,40.633125,-89.398528
Illinois,2018,Nov,64.8,61.9,6566078,6269545,296533,4.5,40.633125,-89.398528
Illinois,2018,Dec,64.9,61.9,6573958,6272795,301163,4.6,40.633125,-89.398528
Illinois,2019,Jan,64.9,61.9,6573905,6273060,300845,4.6,40.633125,-89.398528
Illinois,2019,Feb,64.9,62,6573188,6277355,295833,4.5,40.633125,-89.398528
Illinois,2019,Mar,64.9,62,6568271,6282155,286116,4.4,40.633125,-89.398528
Illinois,2019,Apr,64.8,62.1,6561324,6287654,273670,4.2,40.633125,-89.398528
Illinois,2019,May,64.7,62.1,6553460,6292072,261388,4,40.633125,-89.398528
Illinois,2019,Jun,64.6,62.2,6545666,6293838,251828,3.8,40.633125,-89.398528
Illinois,2019,Jul,64.6,62.2,6538799,6292564,246235,3.8,40.633125,-89.398528
Illinois,2019,Aug,64.5,62.1,6532501,6288945,243556,3.7,40.633125,-89.398528
Illinois,2019,Sep,64.5,62.1,6526272,6285370,240902,3.7,40.633125,-89.398528
Illinois,2019,Oct,64.4,62,6520151,6281941,238210,3.7,40.633125,-89.398528
Illinois,2019,Nov,64.3,62,6514253,6277792,236461,3.6,40.633125,-89.398528
Illinois,2019,Dec,64.3,61.9,6507179,6269679,237500,3.6,40.633125,-89.398528
Illinois,2020,Jan,64.2,61.8,6500608,6257622,242986,3.7,40.633125,-89.398528
Illinois,2020,Feb,64.2,61.7,6496577,6243273,253304,3.9,40.633125,-89.398528
Illinois,2020,Mar,63.7,60.4,6440238,6113317,326921,5.1,40.633125,-89.398528
Illinois,2020,Apr,61.8,50.6,6244317,5113852,1130465,18.1,40.633125,-89.398528
Illinois,2020,May,62.3,53.1,6291818,5364224,927594,14.7,40.633125,-89.398528
Illinois,2020,Jun,61.9,54.1,6252116,5461529,790587,12.6,40.633125,-89.398528
Illinois,2020,Jul,62.2,55.1,6278334,5564349,713985,11.4,40.633125,-89.398528
Illinois,2020,Aug,61.9,55.9,6247401,5641877,605524,9.7,40.633125,-89.398528
Illinois,2020,Sep,62.2,56.6,6274956,5709835,565121,9,40.633125,-89.398528
Illinois,2020,Oct,62,57,6259918,5750551,509367,8.1,40.633125,-89.398528
Illinois,2020,Nov,62.1,57.3,6266889,5779547,487342,7.8,40.633125,-89.398528
Illinois,2020,Dec,62.3,57.5,6277295,5800435,476860,7.6,40.633125,-89.398528
Illinois,2021,Jan,62.2,57.7,6269566,5817589,451977,7.2,40.633125,-89.398528
Illinois,2021,Feb,62.3,58,6276764,5835568,441196,7,40.633125,-89.398528
Illinois,2021,Mar,62.5,58.2,6287955,5857551,430404,6.8,40.633125,-89.398528
Illinois,2021,Apr,62.7,58.5,6305453,5880966,424487,6.7,40.633125,-89.398528
Illinois,2021,May,62.8,58.7,6318723,5905095,413628,6.5,40.633125,-89.398528
Illinois,2021,Jun,63,58.9,6333987,5926403,407584,6.4,40.633125,-89.398528
Illinois,2021,Jul,63,59.1,6337445,5945446,391999,6.2,40.633125,-89.398528
Illinois,2021,Aug,63.1,59.4,6343084,5968435,374649,5.9,40.633125,-89.398528
Illinois,2021,Sep,63.2,59.7,6346937,5995721,351216,5.5,40.633125,-89.398528
Illinois,2021,Oct,63.4,60.1,6362891,6030624,332267,5.2,40.633125,-89.398528
Illinois,2021,Nov,63.6,60.4,6381386,6065155,316231,5,40.633125,-89.398528
Illinois,2021,Dec,63.8,60.8,6404324,6095990,308334,4.8,40.633125,-89.398528
Illinois,2022,Jan,64.1,61,6423835,6119102,304733,4.7,40.633125,-89.398528
Illinois,2022,Feb,64.2,61.2,6434118,6134725,299393,4.7,40.633125,-89.398528
Illinois,2022,Mar,64.3,61.3,6438107,6143126,294981,4.6,40.633125,-89.398528
Illinois,2022,Apr,64.3,61.4,6439702,6147659,292043,4.5,40.633125,-89.398528
Illinois,2022,May,64.3,61.4,6436268,6147035,289233,4.5,40.633125,-89.398528
Illinois,2022,Jun,64.3,61.4,6430424,6143551,286873,4.5,40.633125,-89.398528
Illinois,2022,Jul,64.2,61.3,6422541,6135978,286563,4.5,40.633125,-89.398528
Illinois,2022,Aug,64.1,61.2,6412910,6125587,287323,4.5,40.633125,-89.398528
Illinois,2022,Sep,64,61.1,6407532,6115283,292249,4.6,40.633125,-89.398528
Illinois,2022,Oct,64,61,6403056,6108080,294976,4.6,40.633125,-89.398528
Illinois,2022,Nov,63.9,61,6400614,6106116,294498,4.6,40.633125,-89.398528
Illinois,2022,Dec,63.9,61,6400867,6110432,290435,4.5,40.633125,-89.398528
Indiana,2006,Jan,67.6,64.2,3230070,3066477,163593,5.1,40.551217,-85.602364
Indiana,2006,Feb,67.6,64.2,3231598,3070849,160749,5,40.551217,-85.602364
Indiana,2006,Mar,67.6,64.2,3233382,3073794,159588,4.9,40.551217,-85.602364
Indiana,2006,Apr,67.6,64.2,3234908,3074689,160219,5,40.551217,-85.602364
Indiana,2006,May,67.5,64.2,3235765,3073913,161852,5,40.551217,-85.602364
Indiana,2006,Jun,67.5,64.1,3235953,3072514,163439,5.1,40.551217,-85.602364
Indiana,2006,Jul,67.5,64,3236278,3072207,164071,5.1,40.551217,-85.602364
Indiana,2006,Aug,67.4,64,3237482,3073727,163755,5.1,40.551217,-85.602364
Indiana,2006,Sep,67.4,64,3238710,3075872,162838,5,40.551217,-85.602364
Indiana,2006,Oct,67.4,64,3239074,3078111,160963,5,40.551217,-85.602364
Indiana,2006,Nov,67.3,64,3238109,3079821,158288,4.9,40.551217,-85.602364
Indiana,2006,Dec,67.2,64,3234565,3079521,155044,4.8,40.551217,-85.602364
Indiana,2007,Jan,67,63.8,3227858,3076193,151665,4.7,40.551217,-85.602364
Indiana,2007,Feb,66.8,63.7,3218753,3070366,148387,4.6,40.551217,-85.602364
Indiana,2007,Mar,66.5,63.5,3208405,3063073,145332,4.5,40.551217,-85.602364
Indiana,2007,Apr,66.3,63.3,3198676,3055662,143014,4.5,40.551217,-85.602364
Indiana,2007,May,66.1,63.1,3191090,3049045,142045,4.5,40.551217,-85.602364
Indiana,2007,Jun,65.9,63,3186811,3044087,142724,4.5,40.551217,-85.602364
Indiana,2007,Jul,65.9,62.9,3186509,3041603,144906,4.5,40.551217,-85.602364
Indiana,2007,Aug,65.9,62.8,3189936,3042056,147880,4.6,40.551217,-85.602364
Indiana,2007,Sep,66,62.9,3196416,3045872,150544,4.7,40.551217,-85.602364
Indiana,2007,Oct,66.1,62.9,3204215,3051752,152463,4.8,40.551217,-85.602364
Indiana,2007,Nov,66.2,63,3211460,3058115,153345,4.8,40.551217,-85.602364
Indiana,2007,Dec,66.3,63.1,3217636,3064296,153340,4.8,40.551217,-85.602364
Indiana,2008,Jan,66.3,63.2,3222317,3068926,153391,4.8,40.551217,-85.602364
Indiana,2008,Feb,66.4,63.2,3225717,3071079,154638,4.8,40.551217,-85.602364
Indiana,2008,Mar,66.4,63.2,3229511,3071330,158181,4.9,40.551217,-85.602364
Indiana,2008,Apr,66.5,63.1,3234611,3070463,164148,5.1,40.551217,-85.602364
Indiana,2008,May,66.6,63,3241131,3069326,171805,5.3,40.551217,-85.602364
Indiana,2008,Jun,66.7,63,3248295,3068270,180025,5.5,40.551217,-85.602364
Indiana,2008,Jul,66.7,62.9,3254256,3066171,188085,5.8,40.551217,-85.602364
Indiana,2008,Aug,66.8,62.7,3257956,3061005,196951,6,40.551217,-85.602364
Indiana,2008,Sep,66.8,62.5,3259403,3050821,208582,6.4,40.551217,-85.602364
Indiana,2008,Oct,66.7,62.1,3259393,3034749,224644,6.9,40.551217,-85.602364
Indiana,2008,Nov,66.7,61.6,3258489,3013159,245330,7.5,40.551217,-85.602364
Indiana,2008,Dec,66.6,61.1,3257127,2987719,269408,8.3,40.551217,-85.602364
Indiana,2009,Jan,66.5,60.5,3256297,2961664,294633,9,40.551217,-85.602364
Indiana,2009,Feb,66.5,60,3255885,2937994,317891,9.8,40.551217,-85.602364
Indiana,2009,Mar,66.4,59.6,3254065,2918351,335714,10.3,40.551217,-85.602364
Indiana,2009,Apr,66.3,59.3,3249511,2903308,346203,10.7,40.551217,-85.602364
Indiana,2009,May,66.1,59,3241440,2891493,349947,10.8,40.551217,-85.602364
Indiana,2009,Jun,65.9,58.7,3229982,2881080,348902,10.8,40.551217,-85.602364
Indiana,2009,Jul,65.5,58.5,3216060,2870731,345329,10.7,40.551217,-85.602364
Indiana,2009,Aug,65.2,58.2,3201118,2860122,340996,10.7,40.551217,-85.602364
Indiana,2009,Sep,64.9,58,3187111,2849830,337281,10.6,40.551217,-85.602364
Indiana,2009,Oct,64.6,57.8,3175581,2840309,335272,10.6,40.551217,-85.602364
Indiana,2009,Nov,64.4,57.6,3168554,2833101,335453,10.6,40.551217,-85.602364
Indiana,2009,Dec,64.3,57.5,3167003,2829818,337185,10.6,40.551217,-85.602364
Indiana,2010,Jan,64.3,57.5,3169128,2830634,338494,10.7,40.551217,-85.602364
Indiana,2010,Feb,64.4,57.5,3172852,2834812,338040,10.7,40.551217,-85.602364
Indiana,2010,Mar,64.5,57.6,3177346,2841624,335722,10.6,40.551217,-85.602364
Indiana,2010,Apr,64.1,57.4,3181319,2849394,331925,10.4,40.551217,-85.602364
Indiana,2010,May,64.1,57.5,3183430,2856480,326950,10.3,40.551217,-85.602364
Indiana,2010,Jun,64.1,57.6,3183185,2861326,321859,10.1,40.551217,-85.602364
Indiana,2010,Jul,64,57.6,3180859,2863150,317709,10,40.551217,-85.602364
Indiana,2010,Aug,63.9,57.6,3177460,2862980,314480,9.9,40.551217,-85.602364
Indiana,2010,Sep,63.8,57.5,3173755,2862333,311422,9.8,40.551217,-85.602364
Indiana,2010,Oct,63.7,57.5,3170742,2863424,307318,9.7,40.551217,-85.602364
Indiana,2010,Nov,63.6,57.5,3168580,2867137,301443,9.5,40.551217,-85.602364
Indiana,2010,Dec,63.5,57.6,3167428,2873191,294237,9.3,40.551217,-85.602364
Indiana,2011,Jan,63.5,57.7,3168166,2881081,287085,9.1,40.551217,-85.602364
Indiana,2011,Feb,63.5,57.9,3170670,2889335,281335,8.9,40.551217,-85.602364
Indiana,2011,Mar,63.6,58,3173805,2895813,277992,8.8,40.551217,-85.602364
Indiana,2011,Apr,63.6,58,3177281,2899609,277672,8.7,40.551217,-85.602364
Indiana,2011,May,63.7,58,3181683,2901364,280319,8.8,40.551217,-85.602364
Indiana,2011,Jun,63.7,58,3186877,2902198,284679,8.9,40.551217,-85.602364
Indiana,2011,Jul,63.8,58,3192548,2903557,288991,9.1,40.551217,-85.602364
Indiana,2011,Aug,63.9,58,3197873,2906147,291726,9.1,40.551217,-85.602364
Indiana,2011,Sep,63.9,58.1,3201966,2910302,291664,9.1,40.551217,-85.602364
Indiana,2011,Oct,63.9,58.2,3204480,2915887,288593,9,40.551217,-85.602364
Indiana,2011,Nov,63.9,58.3,3204528,2921443,283085,8.8,40.551217,-85.602364
Indiana,2011,Dec,63.8,58.3,3201486,2925295,276191,8.6,40.551217,-85.602364
Indiana,2012,Jan,63.7,58.3,3195782,2926439,269343,8.4,40.551217,-85.602364
Indiana,2012,Feb,63.5,58.2,3188573,2924640,263933,8.3,40.551217,-85.602364
Indiana,2012,Mar,63.3,58.1,3180618,2919810,260808,8.2,40.551217,-85.602364
Indiana,2012,Apr,63.1,58,3172844,2913076,259768,8.2,40.551217,-85.602364
Indiana,2012,May,63,57.8,3166824,2906905,259919,8.2,40.551217,-85.602364
Indiana,2012,Jun,62.9,57.7,3163404,2903332,260072,8.2,40.551217,-85.602364
Indiana,2012,Jul,62.8,57.7,3162320,2902854,259466,8.2,40.551217,-85.602364
Indiana,2012,Aug,62.8,57.7,3163313,2904676,258637,8.2,40.551217,-85.602364
Indiana,2012,Sep,62.8,57.7,3166249,2907739,258510,8.2,40.551217,-85.602364
Indiana,2012,Oct,62.9,57.7,3169729,2910539,259190,8.2,40.551217,-85.602364
Indiana,2012,Nov,62.9,57.7,3172886,2912626,260260,8.2,40.551217,-85.602364
Indiana,2012,Dec,62.9,57.7,3175152,2914128,261024,8.2,40.551217,-85.602364
Indiana,2018,Jan,64.4,62.3,3355494,3245200,110294,3.3,40.551217,-85.602364
Indiana,2018,Feb,64.6,62.5,3367131,3256495,110636,3.3,40.551217,-85.602364
Indiana,2018,Mar,64.9,62.7,3381187,3269097,112090,3.3,40.551217,-85.602364
Indiana,2018,Apr,65.1,62.9,3394029,3280254,113775,3.4,40.551217,-85.602364
Indiana,2018,May,65.2,63,3402840,3287610,115230,3.4,40.551217,-85.602364
Indiana,2018,Jun,65.2,63,3406827,3290515,116312,3.4,40.551217,-85.602364
Indiana,2018,Jul,65.2,62.9,3406076,3289109,116967,3.4,40.551217,-85.602364
Indiana,2018,Aug,65.1,62.8,3402860,3285287,117573,3.5,40.551217,-85.602364
Indiana,2018,Sep,65,62.7,3399927,3281441,118486,3.5,40.551217,-85.602364
Indiana,2018,Oct,64.9,62.6,3398941,3279216,119725,3.5,40.551217,-85.602364
Indiana,2018,Nov,64.9,62.6,3400809,3279824,120985,3.6,40.551217,-85.602364
Indiana,2018,Dec,64.9,62.6,3403942,3282619,121323,3.6,40.551217,-85.602364
Indiana,2019,Jan,64.9,62.6,3403345,3282660,120685,3.5,40.551217,-85.602364
Indiana,2019,Feb,64.8,62.6,3401650,3283649,118001,3.5,40.551217,-85.602364
Indiana,2019,Mar,64.7,62.6,3397469,3282922,114547,3.4,40.551217,-85.602364
Indiana,2019,Apr,64.6,62.5,3392830,3281570,111260,3.3,40.551217,-85.602364
Indiana,2019,May,64.5,62.4,3389418,3280469,108949,3.2,40.551217,-85.602364
Indiana,2019,Jun,64.5,62.4,3388511,3280529,107982,3.2,40.551217,-85.602364
Indiana,2019,Jul,64.5,62.4,3390986,3282474,108512,3.2,40.551217,-85.602364
Indiana,2019,Aug,64.5,62.4,3396110,3286163,109947,3.2,40.551217,-85.602364
Indiana,2019,Sep,64.6,62.5,3402629,3291736,110893,3.3,40.551217,-85.602364
Indiana,2019,Oct,64.7,62.6,3408282,3297024,111258,3.3,40.551217,-85.602364
Indiana,2019,Nov,64.7,62.6,3410402,3299053,111349,3.3,40.551217,-85.602364
Indiana,2019,Dec,64.6,62.5,3407644,3295663,111981,3.3,40.551217,-85.602364
Indiana,2020,Jan,64.4,62.3,3400143,3286815,113328,3.3,40.551217,-85.602364
Indiana,2020,Feb,64.2,62,3388141,3273293,114848,3.4,40.551217,-85.602364
Indiana,2020,Mar,62.6,60.4,3306622,3191144,115478,3.5,40.551217,-85.602364
Indiana,2020,Apr,60.9,50.6,3210453,2669754,540699,16.8,40.551217,-85.602364
Indiana,2020,May,62.3,54.5,3288317,2878043,410274,12.5,40.551217,-85.602364
Indiana,2020,Jun,62.4,56,3291134,2953673,337461,10.3,40.551217,-85.602364
Indiana,2020,Jul,62.9,57.3,3320806,3026138,294668,8.9,40.551217,-85.602364
Indiana,2020,Aug,62.9,58.4,3324251,3084560,239691,7.2,40.551217,-85.602364
Indiana,2020,Sep,63.3,59.2,3348390,3132130,216260,6.5,40.551217,-85.602364
Indiana,2020,Oct,63.3,59.8,3350269,3162218,188051,5.6,40.551217,-85.602364
Indiana,2020,Nov,63.4,60.1,3354750,3179244,175506,5.2,40.551217,-85.602364
